site,name,room,type,floor,analyte,conc.,category,site typ,OSHA 8hr,season,year,city,zip
079,Mango House,Clinic Waiting,lobby,01,t-2-butene,0.05,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,1-butene,0.109,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,c-2-butene,0.042,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,cyclopentane,0.617,aromatic,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,i-pentane,4.649,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,n-pentane,5.936,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,t-2-pentene,0.031,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,1-pentene,0.039,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,cis-2-pentene,0.04,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,n-hexane,1.078,straight chain,multipurpose,510675.3307,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,isoprene,0.195,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,"2,4 dimethylpentane",0.126,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,n-heptane,0.574,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,benzene,0.599,btex,multipurpose,998.5341186,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,cyclohexane,0.401,aromatic,multipurpose,305043.9639,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,"2,3-dimethylpentane",0.314,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,2-methylhexane,0.21,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,3-methylhexane,0.336,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,"2,2,4-trimethylpentane",0.192,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,methylcyclohexane,0.317,aromatic,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,"2,3,4-trimethylpentane",0.059,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,toluene,1.658,btex,multipurpose,200079.2273,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,2-methylheptane,0.111,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,3-methylheptane,0.078,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,n-octane,0.288,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,ethylbenzene,0.205,btex,multipurpose,100186.0399,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,m+p-xylene,0.642,btex,multipurpose,100176.6036,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,styrene,0.064,other,multipurpose,100006.7211,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,o-xylene,0.242,btex,multipurpose,100186.0399,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,n-nonane,0.12,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,isopropylbenzene,0.027,btex,multipurpose,49839.83692,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,n-propylbenzene,0.059,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,3-ethyltoluene,0.191,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,4-ethyltoluene,0.071,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,"1,3,5-trimethylbenzene",0.093,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,2-ethyltoluene,0.097,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,"1,2,4-trimethylbenzene",0.302,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,n-decane,0.232,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,"1,2,3-trimethylbenzene",0.174,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,"1,3-diethylbenzene",0.023,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,"1,4-diethylbenzene",0.043,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,C2HCl3,9,chlorinted,multipurpose,99936.4439,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,C2Cl4,38.9,chlorinted,multipurpose,99982.50905,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,acetonitrile,0.426,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,acetaldehyde,12.623,aldehyde,multipurpose,199818.3882,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,acetone,9.702,ketone,multipurpose,1010330.579,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,isopropanol,68.532,alcohol,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,methylethylketone,0.795,other,multipurpose,200048.537,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,butanol,4.903,alcohol,multipurpose,98961.14409,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,a-pinene,0.258,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,b-pinene,0.116,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,limonene,0.669,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,camphene,0.029,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Clinic Waiting,lobby,01,methane,6.758,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,ethane,26.194,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,ethene,3.136,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,propane,6.369,straight chain,multipurpose,997959.1837,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,propene,0.433,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,i-butane,1.361,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,n-butane,4.68,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,ethyne,2.106,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,t-2-butene,0.048,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,1-butene,0.061,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,c-2-butene,0.032,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,cyclopentane,0.119,aromatic,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,i-pentane,1.998,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,n-pentane,1.35,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,t-2-pentene,0.013,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,1-pentene,0.02,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,cis-2-pentene,0.02,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,n-hexane,0.719,straight chain,multipurpose,510675.3307,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,isoprene,0.016,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,"2,4 dimethylpentane",0.073,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,n-heptane,0.241,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,benzene,0.407,btex,multipurpose,998.5341186,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,cyclohexane,0.239,aromatic,multipurpose,305043.9639,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,"2,3-dimethylpentane",0.213,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,2-methylhexane,0.151,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,3-methylhexane,0.188,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,"2,2,4-trimethylpentane",0.145,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,methylcyclohexane,0.154,aromatic,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,"2,3,4-trimethylpentane",0.037,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,toluene,0.821,btex,multipurpose,200079.2273,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,2-methylheptane,0.071,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,3-methylheptane,0.06,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,n-octane,0.101,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,ethylbenzene,0.144,btex,multipurpose,100186.0399,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,m+p-xylene,0.461,btex,multipurpose,100176.6036,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,styrene,0.019,other,multipurpose,100006.7211,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,o-xylene,0.204,btex,multipurpose,100186.0399,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,n-nonane,0.071,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,isopropylbenzene,0.012,btex,multipurpose,49839.83692,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,n-propylbenzene,0.028,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,3-ethyltoluene,0.099,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,4-ethyltoluene,0.037,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,"1,3,5-trimethylbenzene",0.034,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,2-ethyltoluene,0.034,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,"1,2,4-trimethylbenzene",0.135,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,n-decane,0.085,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,"1,2,3-trimethylbenzene",0.039,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,"1,3-diethylbenzene",0.015,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,"1,4-diethylbenzene",0.02,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,C2HCl3,7.4,chlorinted,multipurpose,99936.4439,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,C2Cl4,27.7,chlorinted,multipurpose,99982.50905,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,acetonitrile,0.474,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,acetaldehyde,1.988,aldehyde,multipurpose,199818.3882,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,acetone,2.223,ketone,multipurpose,1010330.579,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,isopropanol,0.975,alcohol,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,methylethylketone,0.292,other,multipurpose,200048.537,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,butanol,0.139,alcohol,multipurpose,98961.14409,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,a-pinene,0.008,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,b-pinene,0.008,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,limonene,0.005,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,camphene,0.003,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Outdoor,outdoor,roof top,methane,2.171,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,ethane,823.763,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,ethene,13.122,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,propane,86.836,straight chain,multipurpose,997959.1837,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,propene,0.974,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,i-butane,16.14,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,n-butane,24.341,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,ethyne,6.666,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,t-2-butene,0.056,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,1-butene,0.117,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,c-2-butene,0.045,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,cyclopentane,0.558,aromatic,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,i-pentane,4.88,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,n-pentane,5.477,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,t-2-pentene,0.032,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,1-pentene,0.052,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,cis-2-pentene,0.041,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,n-hexane,1.078,straight chain,multipurpose,510675.3307,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,isoprene,0.224,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,"2,4 dimethylpentane",0.118,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,n-heptane,0.551,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,benzene,0.63,btex,multipurpose,998.5341186,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,cyclohexane,0.304,aromatic,multipurpose,305043.9639,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,"2,3-dimethylpentane",0.3,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,2-methylhexane,0.226,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,3-methylhexane,0.254,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,"2,2,4-trimethylpentane",0.2,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,methylcyclohexane,0.318,aromatic,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,"2,3,4-trimethylpentane",0.055,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,toluene,1.897,btex,multipurpose,200079.2273,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,2-methylheptane,0.121,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,3-methylheptane,0.102,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,n-octane,0.35,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,ethylbenzene,0.261,btex,multipurpose,100186.0399,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,m+p-xylene,0.832,btex,multipurpose,100176.6036,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,styrene,0.066,other,multipurpose,100006.7211,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,o-xylene,0.327,btex,multipurpose,100186.0399,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,n-nonane,0.135,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,isopropylbenzene,0.023,btex,multipurpose,49839.83692,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,n-propylbenzene,0.044,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,3-ethyltoluene,0.113,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,4-ethyltoluene,0.048,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,"1,3,5-trimethylbenzene",0.044,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,2-ethyltoluene,0.049,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,"1,2,4-trimethylbenzene",0.185,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,n-decane,0.27,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,"1,2,3-trimethylbenzene",0.066,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,"1,3-diethylbenzene",0.015,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,"1,4-diethylbenzene",0.023,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,C2HCl3,9.5,chlorinted,multipurpose,99936.4439,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,C2Cl4,40.7,chlorinted,multipurpose,99982.50905,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,acetonitrile,0.292,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,acetaldehyde,10.116,aldehyde,multipurpose,199818.3882,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,acetone,10.865,ketone,multipurpose,1010330.579,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,isopropanol,72.809,alcohol,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,methylethylketone,0.836,other,multipurpose,200048.537,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,butanol,14.577,alcohol,multipurpose,98961.14409,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,a-pinene,0.431,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,b-pinene,0.128,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,limonene,0.428,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,camphene,0.037,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Entrance,lobby,01,methane,20.925,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,ethane,1091.666,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,ethene,18.059,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,propane,122.452,straight chain,multipurpose,997959.1837,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,propene,1.194,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,i-butane,25.901,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,n-butane,41.357,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,ethyne,9.037,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,t-2-butene,0.064,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,1-butene,0.175,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,c-2-butene,0.054,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,cyclopentane,0.68,aromatic,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,i-pentane,5.851,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,n-pentane,7.141,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,t-2-pentene,0.025,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,1-pentene,0.081,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,cis-2-pentene,0.048,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,n-hexane,1.342,straight chain,multipurpose,510675.3307,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,isoprene,0.311,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,"2,4 dimethylpentane",0.12,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,n-heptane,0.742,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,benzene,0.702,btex,multipurpose,998.5341186,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,cyclohexane,0.195,aromatic,multipurpose,305043.9639,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,"2,3-dimethylpentane",0.301,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,2-methylhexane,0.22,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,3-methylhexane,0.27,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,"2,2,4-trimethylpentane",0.194,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,methylcyclohexane,0.373,aromatic,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,"2,3,4-trimethylpentane",0.05,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,toluene,2.249,btex,multipurpose,200079.2273,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,2-methylheptane,0.14,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,3-methylheptane,0.112,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,n-octane,0.613,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,ethylbenzene,0.276,btex,multipurpose,100186.0399,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,m+p-xylene,0.983,btex,multipurpose,100176.6036,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,styrene,0.091,other,multipurpose,100006.7211,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,o-xylene,0.409,btex,multipurpose,100186.0399,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,n-nonane,0.22,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,isopropylbenzene,0.036,btex,multipurpose,49839.83692,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,n-propylbenzene,0.05,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,3-ethyltoluene,0.121,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,4-ethyltoluene,0.066,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,"1,3,5-trimethylbenzene",0.054,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,2-ethyltoluene,0.053,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,"1,2,4-trimethylbenzene",0.213,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,n-decane,0.377,straight chain,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,"1,2,3-trimethylbenzene",0.065,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,"1,3-diethylbenzene",0.027,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,"1,4-diethylbenzene",0.04,btex,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,C2HCl3,10.4,chlorinted,multipurpose,99936.4439,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,C2Cl4,44.8,chlorinted,multipurpose,99982.50905,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,acetonitrile,0.361,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,acetaldehyde,13.127,aldehyde,multipurpose,199818.3882,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,acetone,12.514,ketone,multipurpose,1010330.579,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,isopropanol,63.813,alcohol,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,methylethylketone,1.304,other,multipurpose,200048.537,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,butanol,35.474,alcohol,multipurpose,98961.14409,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,a-pinene,0.574,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,b-pinene,0.186,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,limonene,0.648,other,multipurpose,0,winter,2023,Denver,80010
079,Mango House,Food Court S,kitchen/dining,01,camphene,0.055,other,multipurpose,0,winter,2023,Denver,80010
